order_id,basket_size,promo_flag,store_format,high_margin
1151,280.63,1,A,1
1152,155.25,1,B,0
1153,475.46,0,C,1
1154,393.63,0,A,1
1155,163.02,0,D,0
1156,239.09,0,D,0
1157,11.27,0,C,0
1158,146.08,0,C,0
1159,242.95,0,B,0
1160,496.2,1,D,1
1161,80.06,0,A,0
1162,75.49,0,D,0
1163,424.49,1,B,1
1164,249.82,1,C,0
1165,205.52,1,A,0
1166,144.81,1,A,0
1167,374.04,1,D,1
1168,314.59,1,B,1
1169,356.36,0,A,1
1170,18.29,0,B,0
1171,119.49,0,D,0
1172,396.65,0,C,1
1173,265.09,1,D,0
1174,263.84,0,D,0
1175,311.91,0,C,1
1176,300.44,1,A,1
1177,139.33,1,D,0
1178,327.98,1,B,1
1179,229.76,1,A,0
1180,438.0,1,D,1
1181,358.03,0,C,1
1182,497.59,1,C,1
1183,244.1,1,A,0
1184,74.17,1,C,0
1185,450.57,1,A,1
1186,443.8,0,B,1
1187,15.06,0,D,0
1188,35.2,0,C,0
1189,194.27,0,B,0
1190,110.66,0,A,0
1191,308.49,0,C,1
1192,363.54,0,B,1
1193,312.52,0,A,1
1194,150.78,1,C,0
1195,162.83,1,C,0
1196,227.75,0,A,0
1197,168.01,0,B,0
1198,91.63,1,A,0
1199,385.44,0,A,1
1200,384.23,1,A,1
